level,layer,auroc,lo,hi,null_mean,null_p95
L0,12,1.0,0.9999999999999999,1.0,0.4753124999999999,0.60509375
L1,12,1.0,0.9999999999999999,1.0,0.5136875,0.6028125000000001
L2,12,1.0,0.9999999999999999,1.0,0.4488437500000001,0.50721875
L3,12,1.0,0.9999999999999999,1.0,0.47087500000000004,0.60675
